index,decision,reason,site,source_kind,title,url
2684,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 을 탈퇴 할려면 어떻게 하는거에여?,https://cafe.daum.net/GVM/5ZoZ/11623
2685,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2달간 인터넷이 않되서 학교나 피씨방에서 했는데... 그래서 별로 못들어 왔는데 소모임 탈퇴 라니 ㅠㅠ,https://cafe.daum.net/cosmos/r5/3969
2686,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,김정숙샘께 소모임 방 탈퇴 부탁,https://cafe.daum.net/sdongtj/Navq/470
2687,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 강제 탈퇴 햇어요.,https://cafe.daum.net/bluequilt/G5PW/69
2688,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[5차 협조-마지막 당부]우수회원 소모임 해산-이후 강제 탈퇴,https://cafe.daum.net/credit/4j2/23644
2689,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에서 탈퇴 됐어요,https://cafe.daum.net/ilovedoumi/1UXv/10297
2690,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 을 탈퇴 하면서......,https://cafe.daum.net/lwg6203/8SBq/4887
2691,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 탈퇴 하려다가..,https://cafe.daum.net/fallout/SGv/3078
2692,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 관견 회원분들 및 소모임 분들의 의견을 듣고자 합니다.,https://cafe.daum.net/aminsnow/3syo/1141
2693,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 결성 승인에 따른 최종알림 공지,https://cafe.daum.net/3040yourspace/N3nF/11
2694,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,연주인 소모임 회원의 탈퇴 처리에 관하여...,https://cafe.daum.net/mezzo/3mn7/13
2695,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에서 탈퇴 할 때 주의사항..,https://cafe.daum.net/park7050/Ij/1052
2696,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 강제 탈퇴 ㅠ_ㅠ,https://cafe.daum.net/BBOHIP/EWx/1580
2697,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 을 탈퇴 시켰던데..,https://cafe.daum.net/Broun/6PxZ/298
2698,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,애들아 소모임 에서 멀쩡한 모임 찾으려면 어떻게 해야될까?,https://cafe.daum.net/baemilytory/8zMg/10427738
2699,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,민처협 탈퇴 하겠습니다. 소모임 양도부탁드립니다.,https://cafe.daum.net/kokoin/C5FA/33426
2700,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,엽혹진 소모임 이 개설되었습니다.,https://cafe.daum.net/truepicture/QtD/2687486
2701,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 줸장할!!!! 탈퇴 가 안되!!!!!!!!,https://cafe.daum.net/gersangtwo/4M7r/6311
2702,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 강제 탈퇴 라는데 우찌된거지???,https://cafe.daum.net/ap1002/38Pu/8115
2703,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 회원정리 ( 실수로 탈퇴 시킨분께 죄송;),https://cafe.daum.net/jungibid/4za0/290
2704,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[ 소모임 ] 버클에 가입승인 후 강제 탈퇴 회원들...,https://cafe.daum.net/heavyvehicle/CiWE/1411
2705,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,청주 소모임 에서 갑자기 탈퇴 되고 운영진에게 접근금지 당했다고 합니다;;ㅎ,https://cafe.daum.net/990701/E3fS/42149
2706,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,나 소모임 강제 탈퇴 풀어줘 ㅡㅡ;,https://cafe.daum.net/comet21/820U/915
2707,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,아샤1 소모임 대대적인 강제 탈퇴 작업 했습니다.,https://cafe.daum.net/diaguang/9iAH/416
2708,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"101,102,103,104,111동 소모임 회원님들 탈퇴 해주세요",https://cafe.daum.net/xibaebang/CLS9/47
2709,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,지하조직( 소모임 ) 250cc는 탈퇴 해 주세요ㅡㅡ;; 그 이유는?,https://cafe.daum.net/cometrider/7hZj/26105
2710,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 우사모모임방 미가입회원 강제 탈퇴,https://cafe.daum.net/uzbekistanlove/GpoB/36
2711,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,해밀 소모임 운영자모집공고!!_050110,https://cafe.daum.net/ilovehamil/3vFu/1087
2712,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re:헛.. 소모임 안되면 탈퇴 불사???,https://cafe.daum.net/freefishing/JHwl/29
2713,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re:카페 소모임 개설에 대하여~,https://cafe.daum.net/chinmyung7564/1P4/245
2714,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방 폐쇄를 위해 탈퇴 해 주세요,https://cafe.daum.net/qkdnlxmadp/9HIl/16
2715,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"<카페 이용하기> (게시판, 자료실, 소모임 등)",https://cafe.daum.net/singlemt/KQbN/51
2716,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방 들어가는 방법...,https://cafe.daum.net/park7050/Ih/127538
2717,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re:Re:답변감솨...해여... 탈퇴 는 제가 막 소모임 어쩌고 저쩌고 드러가다가......(냉무),https://cafe.daum.net/Iwantpiano/3Up/1514
2718,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일부 소모임 잠정폐지 및 개선에 대한 알림,https://cafe.daum.net/3040yourspace/JDtw/1553
2719,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일상탈출카페 대전충남 소모임 2009년 팀장소개와 회칙,https://cafe.daum.net/trip7788/LUcf/6466
2720,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,클럽 재가입후 소모임 이용안내(일반회원 및 카페도우미/ 소모임 운영자),https://cafe.daum.net/dustkfkd/xV/17644
2721,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 하늘이야기(강제 탈퇴 /가입불허/접근금지)회원님들에게알립니다,https://cafe.daum.net/cosmos/r2/52311
2722,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,밥샤 ~~~~ 소모임 가입않시키주면 알오씨 탈퇴 한데이~~,https://cafe.daum.net/KROC/7Zjr/4486
2723,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,지온보육원 소모임 회원명단_20121126,https://cafe.daum.net/chunsa7/6CW6/229
2724,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일상탈출 지역 소모임 기본회칙(회원필독),https://cafe.daum.net/trip7788/NLHb/12939
2725,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 지역모임을 폐쇄하기 위해 강제 탈퇴 를 시행합니다....,https://cafe.daum.net/heavyvehicle/CiWE/1127
2726,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일상탈출.지역 소모임 기본회칙(회원필독),https://cafe.daum.net/trip7788/NLHb/12914
2727,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 일부 폐쇄 및 벙개규정 개정에 따른 알림,https://cafe.daum.net/3040yourspace/JDtw/1523
2728,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일상탈출카페 광주전남 소모임 2009년 팀장소개와 회칙,https://cafe.daum.net/trip7788/LUce/3528
2729,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방장 자격박탈과 동시에 영구제명을 통한 소모임 문제점,https://cafe.daum.net/3040yourspace/JDtw/1417
2730,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,볼링동호회 소모임 방에 가입절차입니다,https://cafe.daum.net/4050cafe/JyiE/982
2731,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 규정 안내,https://cafe.daum.net/chunsa7/2t5F/881
2732,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 폐쇄합니다-_-;;,https://cafe.daum.net/RAKA/Tzv/1634
2733,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re: 소모임 운영진에의해 강제 탈퇴 당했습니다?,https://cafe.daum.net/baramsori/2VP/14422
2734,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,일상탈출카페 대구경북 소모임 2009년 팀장소개와 회칙,https://cafe.daum.net/trip7788/LUcm/7320
2735,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,주몽재활원 소모임 규정(2012.10.29(월) 수정),https://cafe.daum.net/chunsa7/4INO/344
2736,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,33세이상 탈퇴 회원 재가입 투표건에 대한 운영자후기 입니다.,https://cafe.daum.net/2632age/32M/166543
2737,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에 대해 주절거리기...,https://cafe.daum.net/translation/Qqc/6288
2738,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re: 소모임 관견 회원분들 및 소모임 분들의 의견을 듣고자 합니다. 의 제 의견이 길어 답글로 적어봅니다.,https://cafe.daum.net/aminsnow/3syo/1142
2739,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★중요★ 소모임 운영 관련 안내~☆ (시온원 회원전체 메일발송),https://cafe.daum.net/chunsa7/3R5D/254
2740,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,방금 제손으로 탈퇴 하고 왔어요,https://cafe.daum.net/jejuomong/8Yqz/48152
2741,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,정악모임 소모임 방에 대하여,https://cafe.daum.net/Yulbang/39D1/668
2742,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2007년도 911 소모임 회칙 [ 변동 有 ],https://cafe.daum.net/joyofboarding/HQoT/543
2743,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[협조요망] 소모임 '궁궐지킴이'에 가입신청하신 분들께 알립니다.,https://cafe.daum.net/kotour/8OX/6118
2744,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 (9회 관리사 모임) 폐쇄안내,https://cafe.daum.net/fireleader/64LH/292
2745,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★ 낭만 친목회 소모임 및 운영 회칙 ★,https://cafe.daum.net/58lovefriends/Absu/88
2746,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,<프로젝트 공부방> <초임교사 멘토링> 소모임,https://cafe.daum.net/kinderfile/2ynA/2
2747,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,등업됐는데...정회원됐는데..... 탈퇴 했어요,https://cafe.daum.net/humornara/38Vr/157626
2748,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 정리 합니다.,https://cafe.daum.net/chunsa3/5siS/116
2749,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 정리 합니다.,https://cafe.daum.net/chunsa3/69GX/1957
2750,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re: 소모임 건 문제인데요.,https://cafe.daum.net/kuru/DZB/31241
2751,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 규정 < 신입회원 필독>,https://cafe.daum.net/chunsa3/5siS/114
2752,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,탈퇴 처리 되었어요.,https://cafe.daum.net/dddase/7iX/17942
2753,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,F.S.K 소모임 방에 있는 글 퍼올립니다!!!(야간비행님 글입니다),https://cafe.daum.net/VIRUS/2F2H/1449
2754,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,행정경찰학부 동아리( 소모임 ) 구성 및 등록신청 안내(구성원 필독),https://cafe.daum.net/Administration7/5or/2333
2755,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"[ 소모임 ]""패밀리 사진관""에서 회원분들께 스팸게시물 한판~!!",https://cafe.daum.net/familyld/Bb8/1397
2756,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re:앞으로 20-30대를 위한 소모임 도 만들었으면 좋겠습니다.,https://cafe.daum.net/dailn/JQW/602
2757,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방에 대해서,https://cafe.daum.net/lott/eKY/8
2758,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 폐쇄에 관하여...,https://cafe.daum.net/mshgood/TT9/481
2759,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[인천 소모임 ]에서 알려드립니다~,https://cafe.daum.net/coca486/2T26/1402
2760,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,앞으로 20-30대를 위한 소모임 도 만들었으면 좋겠습니다.,https://cafe.daum.net/dailn/JQW/601
2761,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,도사님이나 제이거 보십시오. 소모임 관련입니다.,https://cafe.daum.net/daeguinitiald/DaQL/5972
2762,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[통기타 소모임 ] 9/5 세번째 모임 후기,https://cafe.daum.net/femihealth/S2Cq/232
2763,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에서 알려드립니다..^^,https://cafe.daum.net/pinepeach/31QP/3997
2764,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,봉사활동은 소모임 이 되어야합니다.,https://cafe.daum.net/siminyoo/6VMe/8823
2765,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"소모임 건의사항이요,",https://cafe.daum.net/humornara/2p2X/2968
2766,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"""인을"" 카페 안에 소모임 에 관하여...(필독)",https://cafe.daum.net/naegok12/46K2/2096
2767,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 회원 정리와 관련한 글...,https://cafe.daum.net/gssbc/3OFw/12569
2768,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,만화광님 소모임 과 2006년 카페단장,https://cafe.daum.net/jhdwow83/E3i9/710
2769,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,영웅서버 거상의정석 상단원 및 소모임 회원 정리,https://cafe.daum.net/gersangtwo/4M7r/21045
2770,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,기수별 소모임 폐쇄합니다...,https://cafe.daum.net/seoulgoOB/32f3/32
2771,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,퇴마록 코스 소모임 개설!,https://cafe.daum.net/jangjunhoo/2AJN/4900
2772,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,연극은 살아있따^^ 연극 소모임 이 시작되었습니다^^,https://cafe.daum.net/DJGIK/3dl/39392
2773,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2006년 9월17일부로 [ 소모임 (총각모임)]-폐쇄합니다!,https://cafe.daum.net/nhung/3t7s/262
2774,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[ 소모임 ] 버스트러커 클럽 가입 신청 폐쇄,https://cafe.daum.net/heavyvehicle/CiWE/1545
2775,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,탈퇴 할 뻔 했어요ㅠㅠㅠ,https://cafe.daum.net/bluehawaii/5rgz/11643
2776,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,상가 소모임 의 회원자격에 관한 문의,https://cafe.daum.net/jangshhouse/BCHF/364
2777,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 규정 < 신입회원 필독>,https://cafe.daum.net/chunsa3/6fGc/14
2778,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,시삽님 입금하신 분들과 저 소모임 이용할 수 있게 해주세요,https://cafe.daum.net/angelwk/IxmU/360
2779,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 문제가 모두 해결되었습니다.,https://cafe.daum.net/sorasora/2dTE/49
2780,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 바로 가기 안내,https://cafe.daum.net/chunsa7/42Xa/229
2781,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[ 소모임 ] 호스피스자원봉사자에 가입신청중인 분들께,https://cafe.daum.net/hospice4u/6YLz/209
2782,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,워킹맘 소모임,https://cafe.daum.net/gumiagamom/Infe/24
2783,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Text Mail [ 소모임 ] 호스피스자원봉사자에 가입신청중인 분들께,https://cafe.daum.net/hospice4u/6YLz/215
2784,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,RFID-TAS 소모임 쥔장입니다 가입하시고 의사표현이 없는 회원 강제 탈퇴 시킵니다.,https://cafe.daum.net/rfid/270X/545
2785,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 회원님...,https://cafe.daum.net/bluequilt/G5PW/87
2786,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,연극은 살아있따^^ 연극 소모임 이 시작되었습니다^^[재업],https://cafe.daum.net/DJGIK/3dl/39412
2787,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,제6회 부동산 소모임 알림 및 참가 희망회원의 참가방법-- 7월 12일,https://cafe.daum.net/10in10gj/26p0/38
2788,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re: 소모임 에 관하여..,https://cafe.daum.net/thinkfamily01/1sE9/65
2789,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,헉 소모임 비상 -_-,https://cafe.daum.net/commouse/3FMZ/54982
2790,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에서 우수회원이 아닌 분들은 강제 탈퇴 시켰습니다,https://cafe.daum.net/forsd330/4ue0/1336
2791,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,ㅠ_ㅠ 갑자기 유머나라 소모임 이 운영자 승인후 가입으로 바꼈어요~ 어제 닉넴 바꾸느라 탈퇴 했다가 가입했는데 운영자 확인받아야 하더라구요; ㅜ_ㅜ...,https://cafe.daum.net/humornara/2p2X/2979
2792,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,카페내 소모임 으로 수석회가 만들어 졌습니다...,https://cafe.daum.net/jeju77dream/1IhZ/91
2793,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 개편완료! <개편안내> - 마법부필독,https://cafe.daum.net/harryjjang1107/2Uhd/630
2794,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방 을 수정 했습니다...,https://cafe.daum.net/jungdawoonquilt/19QU/97
2795,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,스터디 소모임 에 회원정리를 했습니다.,https://cafe.daum.net/weblogic/5RXp/272
2796,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 운영자님. 언제까지 기다려요.,https://cafe.daum.net/humornara/2p2X/3180
2797,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,선배님들.. 졸공 게시판 탈퇴 해 주세요... ^^,https://cafe.daum.net/swingfever/kLQ/3769
2798,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 결정해주세요~~~~~~,https://cafe.daum.net/ggomjirock/5Xb/6273
2799,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"자문위원, 임원 소모임 방이 폐쇄되었습니다.",https://cafe.daum.net/hsfrs/Ad1Y/1020
2800,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방 폐쇄합니다.,https://cafe.daum.net/lott/60ms/2404
2801,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 게시판 '승인대기' 라는 메시지 떠서 확인 안되는 정회원님들 보세요...,https://cafe.daum.net/angelwk/In5S/79
2802,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,실수로 카페 탈퇴 를 누를 때....,https://cafe.daum.net/pornograffitti/87v7/4375
2803,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방에~~(운영진님~),https://cafe.daum.net/busanmam/6xKZ/3376
2804,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 1차 회원정리 했습니다!!!,https://cafe.daum.net/lpdanceclub/GYrk/2016
2805,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,케사모 소모임 폐쇄 합니다.,https://cafe.daum.net/Sword/55hL/82
2806,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re: 소모임 방 개설건에 대해 안내드립니다.,https://cafe.daum.net/here21now/Kvre/6
2807,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,3기 3반[0620-0700]2월10일 소모임 가입자현황입니다.,https://cafe.daum.net/morninghuman/Ngn1/228
2808,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,연극은 살아있따^^ 연극 소모임 이 시작되었습니다^^,https://cafe.daum.net/DJGIK/3dl/39449
2809,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"소모임 (수도권)..이런 낭패가,,",https://cafe.daum.net/tico2ppa2/9It/14735
2810,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"나,코멘때 소모임 가입했는데..",https://cafe.daum.net/bananago/3wvV/6335
2811,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,모르고 탈퇴 눌렀어요 ㅠ.ㅠ,https://cafe.daum.net/siuchun/2fBp/820
2812,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,5기 온라인 스터디 팀이 아니신 분은 소모임 에서 제외됨을 말씀드립니다.,https://cafe.daum.net/withJava/OmGg/55
2813,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 만들었습니다,https://cafe.daum.net/SAMKJKJ/Mkb/5657
2814,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,오늘 드디어 소모임 에 가입하다!,https://cafe.daum.net/Alex/kas/1567
2815,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 운영에 관해,https://cafe.daum.net/lightex/96M/7
2816,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,Re:주식회사 소모임 가입 승인!!,https://cafe.daum.net/bwlee/DMHx/1492
2817,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,현재 게임 소모임 관련 건의,https://cafe.daum.net/hardware/1HZ/2458
2818,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 안돼.. ^^a,https://cafe.daum.net/jhjm0201/1lcx/269
2819,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 양도? 및 폐쇄?,https://cafe.daum.net/Sword/55BK/34413
2820,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 회원 정리,https://cafe.daum.net/chunsa3/69GX/543
2821,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 에 사랑방이 열렸습니다. 참고 하세요^^,https://cafe.daum.net/hscitylove/3tmy/712
2822,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,부산 금정구 회원 모두 탈퇴 합니다.,https://cafe.daum.net/atopy/7jd/10141
2823,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 연구실 개편을 알려드립니다.,https://cafe.daum.net/drosera/Chl/49067
2824,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★필독★ 개인적인 여행객 모집행위 절대 금지 어기면 강제 탈퇴 입니다!,https://cafe.daum.net/orange3798/3CWX/9887
2825,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,운영회칙 - 자전거와 파트너,https://cafe.daum.net/Parthers/iNpN/7
2826,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,ㅋㅋㅋ 소모임 하나 더 만들어두 될까???,https://cafe.daum.net/jpnpusan/B4/22644
2827,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,저기 기초반 동영상강의 소모임 이요;;,https://cafe.daum.net/Broun/F87n/1436
2828,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방 폐쇄가...,https://cafe.daum.net/lott/eKY/9
2829,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 방의 텃 밭방은 이런 방 입니다,https://cafe.daum.net/morther/6Ij/11459
2830,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,소모임 회원관리에 관해 알려드립니다.,https://cafe.daum.net/snowski/30mc/47
